,operating_frequency,S11 (dB20),S21 (dB20),NF (dB10),Lg,Ls,Ld,W
1182,2320000000,-23.91025700793437,9.911412093840084,1.690355673583395,5.666667e-09,6.111111e-10,4.444444e-09,0.0002111111
1183,2320000000,-29.64938449042398,9.63132918657919,1.701762205707627,5.666667e-09,6.666667e-10,4.444444e-09,0.0002111111
1184,2320000000,-34.0493444179345,9.359821918416309,1.713639076286577,5.666667e-09,7.222222e-10,4.444444e-09,0.0002111111
1185,2260000000,-28.46729423464864,8.760074463281866,1.680392132432856,5.666667e-09,7.777778e-10,4.444444e-09,0.0002111111
1186,2260000000,-24.19459966087143,8.505983981377256,1.69135024193294,5.666667e-09,8.333333e-10,4.444444e-09,0.0002111111
1187,2260000000,-21.22649335612114,8.258910617139975,1.702743083208116,5.666667e-09,8.888889e-10,4.444444e-09,0.0002111111
1188,2260000000,-19.06954745554211,8.01850619931079,1.714565930363271,5.666667e-09,9.444444e-10,4.444444e-09,0.0002111111
1189,2260000000,-17.40890532379911,7.784445775347018,1.726813965350517,5.666667e-09,1e-09,4.444444e-09,0.0002111111
1190,2260000000,-17.25023031840431,10.16320444789267,1.636573392588215,6e-09,5e-10,4.444444e-09,0.0002111111
1191,2260000000,-20.09535828637409,9.864121877271094,1.646442776645535,6e-09,5.555556e-10,4.444444e-09,0.0002111111
1192,2260000000,-23.91597617309815,9.574726923633785,1.656759490265085,6e-09,6.111111e-10,4.444444e-09,0.0002111111
1193,2260000000,-29.62546595190006,9.294452612463234,1.667519037883612,6e-09,6.666667e-10,4.444444e-09,0.0002111111
1194,2260000000,-33.9431944742954,9.02277699643043,1.678716820089798,6e-09,7.222222e-10,4.444444e-09,0.0002111111
1195,2200000000,-28.18505822170959,8.438033493579054,1.645621220101263,6e-09,7.777778e-10,4.444444e-09,0.0002111111
1196,2200000000,-24.11482573395988,8.18389523097819,1.655883476330292,6e-09,8.333333e-10,4.444444e-09,0.0002111111
1197,2200000000,-21.20156051421429,7.936777372565226,1.666551018289821,6e-09,8.888889e-10,4.444444e-09,0.0002111111
1198,2200000000,-19.06438687126471,7.696330491844194,1.677619714657512,6e-09,9.444444e-10,4.444444e-09,0.0002111111
1199,2200000000,-17.41247998776201,7.46222861973118,1.689085352151682,6e-09,1e-09,4.444444e-09,0.0002111111
1200,3100000000,-17.36095814603087,14.94628450306699,2.163715889951225,3e-09,5e-10,4.888889e-09,0.0002111111
1201,3100000000,-20.10823446286297,14.65602714913873,2.184550223776229,3e-09,5.555556e-10,4.888889e-09,0.0002111111
1202,3040000000,-24.03397744998026,14.58916935268526,2.154767418222929,3e-09,6.111111e-10,4.888889e-09,0.0002111111
1203,3040000000,-30.50539727684757,14.31715842002347,2.175362816334385,3e-09,6.666667e-10,4.888889e-09,0.0002111111
1204,3040000000,-37.97992642540225,14.05298586707934,2.196947619159363,3e-09,7.222222e-10,4.888889e-09,0.0002111111
1205,2980000000,-29.95630720250784,13.89004657105668,2.165337464345233,3e-09,7.777778e-10,4.888889e-09,0.0002111111
1206,2980000000,-24.60936299700287,13.64113227191132,2.186499057656969,3e-09,8.333333e-10,4.888889e-09,0.0002111111
1207,2980000000,-21.37375552486258,13.39885564628251,2.208562360177118,3e-09,8.888889e-10,4.888889e-09,0.0002111111
1208,2980000000,-19.11564882999578,13.16291854085132,2.231508495285024,3e-09,9.444444e-10,4.888889e-09,0.0002111111
1209,2920000000,-17.47490258015115,12.90698829427557,2.196591803592681,3e-09,1e-09,4.888889e-09,0.0002111111
1210,2980000000,-17.11731349538654,15.25532879239817,2.080603832657703,3.333333e-09,5e-10,4.888889e-09,0.0002111111
1211,2920000000,-19.9275098569843,14.94585647128145,2.050832576885035,3.333333e-09,5.555556e-10,4.888889e-09,0.0002111111
1212,2920000000,-23.74998053784216,14.66316507078871,2.068879635364338,3.333333e-09,6.111111e-10,4.888889e-09,0.0002111111
1213,2920000000,-29.681714557489,14.38895933876628,2.087825258038461,3.333333e-09,6.666667e-10,4.888889e-09,0.0002111111
1214,2860000000,-37.50637945242866,13.99378661362611,2.056694420331606,3.333333e-09,7.222222e-10,4.888889e-09,0.0002111111
1215,2860000000,-30.33642682141576,13.73610535137863,2.075143658015886,3.333333e-09,7.777778e-10,4.888889e-09,0.0002111111
1216,2860000000,-24.76992587616522,13.48553189127246,2.094414621943455,3.333333e-09,8.333333e-10,4.888889e-09,0.0002111111
1217,2860000000,-21.47423612250199,13.24173229357358,2.114492211343533,3.333333e-09,8.888889e-10,4.888889e-09,0.0002111111
1218,2860000000,-19.19016056147172,13.00439188410275,2.135361066471256,3.333333e-09,9.444444e-10,4.888889e-09,0.0002111111
1219,2800000000,-17.49217480363151,12.55023747661403,2.099988944089055,3.333333e-09,1e-09,4.888889e-09,0.0002111111
1220,2800000000,-17.01146411870756,14.89560563356331,1.953257584096036,3.666667e-09,5e-10,4.888889e-09,0.0002111111
1221,2800000000,-19.82567905347357,14.60200531440057,1.968710117297276,3.666667e-09,5.555556e-10,4.888889e-09,0.0002111111
1222,2800000000,-23.636976993553,14.31752041316628,1.984975570221013,3.666667e-09,6.111111e-10,4.888889e-09,0.0002111111
1223,2800000000,-29.68170814819943,14.04166935143123,2.002041064961352,3.666667e-09,6.666667e-10,4.888889e-09,0.0002111111
1224,2800000000,-37.62545674450958,13.7740016728773,2.019893423742993,3.666667e-09,7.222222e-10,4.888889e-09,0.0002111111
1225,2740000000,-29.90244313267572,13.22368276750354,1.987317351054704,3.666667e-09,7.777778e-10,4.888889e-09,0.0002111111
1226,2740000000,-24.74112654782032,12.97202023680009,2.004518353225251,3.666667e-09,8.333333e-10,4.888889e-09,0.0002111111
1227,2740000000,-21.50278696134913,12.72719747204478,2.022440853508795,3.666667e-09,8.888889e-10,4.888889e-09,0.0002111111
1228,2740000000,-19.23011717726631,12.48889200176878,2.041072563859983,3.666667e-09,9.444444e-10,4.888889e-09,0.0002111111
1229,2740000000,-17.50803706103166,12.25680072435031,2.060400992251866,3.666667e-09,1e-09,4.888889e-09,0.0002111111
1230,2740000000,-17.0115929450788,14.60853319401145,1.918804676314849,4e-09,5e-10,4.888889e-09,0.0002111111
1231,2680000000,-19.71626955643829,13.97294121330143,1.888879525609486,4e-09,5.555556e-10,4.888889e-09,0.0002111111
1232,2680000000,-23.53591447970514,13.68757376623266,1.903203094653658,4e-09,6.111111e-10,4.888889e-09,0.0002111111
1233,2680000000,-29.84769512854033,13.41087867568623,1.918238325630456,4e-09,6.666667e-10,4.888889e-09,0.0002111111
1234,2680000000,-50.90238842127454,13.14240094728465,1.933974827019799,4e-09,7.222222e-10,4.888889e-09,0.0002111111
1235,2680000000,-30.24485466297735,12.88171564104324,1.950401973283456,4e-09,7.777778e-10,4.888889e-09,0.0002111111
1236,2680000000,-24.54483997274247,12.62842598000099,1.967508920943281,4e-09,8.333333e-10,4.888889e-09,0.0002111111
1237,2620000000,-21.36715156800685,12.00618882514197,1.933033271604927,4e-09,8.888889e-10,4.888889e-09,0.0002111111
1238,2620000000,-19.18990680821568,11.76750720642411,1.949336795457829,4e-09,9.444444e-10,4.888889e-09,0.0002111111
1239,2620000000,-17.50613452783573,11.53503287782268,1.966265231327859,4e-09,1e-09,4.888889e-09,0.0002111111
1240,2620000000,-17.05534077336618,13.89755692967177,1.840585758999775,4.333333e-09,5e-10,4.888889e-09,0.0002111111
1241,2620000000,-19.84573173677069,13.60077685169077,1.854178325460737,4.333333e-09,5.555556e-10,4.888889e-09,0.0002111111
1242,2620000000,-23.55199514532604,13.31344582215652,1.868439834075028,4.333333e-09,6.111111e-10,4.888889e-09,0.0002111111
1243,2620000000,-28.94576566003716,13.03503548556988,1.883361010336029,4.333333e-09,6.666667e-10,4.888889e-09,0.0002111111
1244,2560000000,-36.64870635053931,12.37204309106987,1.850866182721253,4.333333e-09,7.222222e-10,4.888889e-09,0.0002111111
1245,2560000000,-30.11136460997127,12.11133684007974,1.865029857013971,4.333333e-09,7.777778e-10,4.888889e-09,0.0002111111
1246,2560000000,-24.70871314796425,11.85797577519065,1.879800473393155,4.333333e-09,8.333333e-10,4.888889e-09,0.0002111111
1247,2560000000,-21.45376738118196,11.61159566299838,1.895169455195549,4.333333e-09,8.888889e-10,4.888889e-09,0.0002111111
1248,2560000000,-19.18688282169413,11.37185583453937,1.91112806213552,4.333333e-09,9.444444e-10,4.888889e-09,0.0002111111
1249,2560000000,-17.47282351788991,11.13843756460349,1.927667401546646,4.333333e-09,1e-09,4.888889e-09,0.0002111111
1250,2560000000,-17.02150700979709,13.50437761075296,1.807476143322274,4.666667e-09,5e-10,4.888889e-09,0.0002111111
1251,2500000000,-19.73020437342004,12.80570538363254,1.777064372774519,4.666667e-09,5.555556e-10,4.888889e-09,0.0002111111
1252,2500000000,-23.55073413613374,12.51890324272645,1.789144286654266,4.666667e-09,6.111111e-10,4.888889e-09,0.0002111111
1253,2500000000,-29.8739015490891,12.24089685476272,1.80181033243354,4.666667e-09,6.666667e-10,4.888889e-09,0.0002111111
1254,2500000000,-59.24348733317342,11.97121326710853,1.815055263925052,4.666667e-09,7.222222e-10,4.888889e-09,0.0002111111
1255,2500000000,-30.32022738206528,11.70941242339188,1.828871666073495,4.666667e-09,7.777778e-10,4.888889e-09,0.0002111111
1256,2500000000,-24.58606324362792,11.45508477850066,1.843251964295171,4.666667e-09,8.333333e-10,4.888889e-09,0.0002111111
1257,2500000000,-21.32476466329779,11.20784901100887,1.858188433862382,4.666667e-09,8.888889e-10,4.888889e-09,0.0002111111
1258,2440000000,-19.0755553891279,10.56515662946884,1.822874625942217,4.666667e-09,9.444444e-10,4.888889e-09,0.0002111111
1259,2440000000,-17.44653975532835,10.33215001655206,1.836888611228239,4.666667e-09,1e-09,4.888889e-09,0.0002111111
1260,2440000000,-17.06011331125644,12.70457881374238,1.731903987063262,5e-09,5e-10,4.888889e-09,0.0002111111
1261,2440000000,-19.89398696780226,12.40715456695949,1.743090488562588,5e-09,5.555556e-10,4.888889e-09,0.0002111111
1262,2440000000,-23.75800829848518,12.11920473797176,1.754827633093516,5e-09,6.111111e-10,4.888889e-09,0.0002111111
1263,2440000000,-30.07351689353944,11.84019602766702,1.767109077282631,5e-09,6.666667e-10,4.888889e-09,0.0002111111
1264,2440000000,-40.52235277473122,11.56963450060319,1.779928324335046,5e-09,7.222222e-10,4.888889e-09,0.0002111111
1265,2440000000,-29.48036288995263,11.30706243291219,1.793278731761631,5e-09,7.777778e-10,4.888889e-09,0.0002111111
1266,2440000000,-24.23997211729452,11.05205534909661,1.80715351915566,5e-09,8.333333e-10,4.888889e-09,0.0002111111
1267,2380000000,-21.27807822564144,10.4102307131447,1.772046987421482,5e-09,8.888889e-10,4.888889e-09,0.0002111111
1268,2380000000,-19.13362001145428,10.17039600342369,1.784988798559653,5e-09,9.444444e-10,4.888889e-09,0.0002111111
1269,2380000000,-17.47018852586043,9.936851602507454,1.798414590892434,5e-09,1e-09,4.888889e-09,0.0002111111
1270,2380000000,-17.12028987667034,12.3120464986814,1.698921171835255,5.333333e-09,5e-10,4.888889e-09,0.0002111111
1271,2380000000,-19.94668255233,12.0137218814412,1.709695148952114,5.333333e-09,5.555556e-10,4.888889e-09,0.0002111111
1272,2380000000,-23.75834851054941,11.72498979186436,1.720980552090197,5.333333e-09,6.111111e-10,4.888889e-09,0.0002111111
1273,2380000000,-29.64750262429636,11.44529903527782,1.732771732606774,5.333333e-09,6.666667e-10,4.888889e-09,0.0002111111
1274,2380000000,-35.64654801094213,11.17414072568324,1.745062908838789,5.333333e-09,7.222222e-10,4.888889e-09,0.0002111111
1275,2380000000,-28.61210399581091,10.91104460004375,1.757848172495838,5.333333e-09,7.777778e-10,4.888889e-09,0.0002111111
1276,2320000000,-24.32804778512274,10.27281455866463,1.723338783905147,5.333333e-09,8.333333e-10,4.888889e-09,0.0002111111
1277,2320000000,-21.33024002979347,10.02593176519057,1.735188563626899,5.333333e-09,8.888889e-10,4.888889e-09,0.0002111111
1278,2320000000,-19.15070069792538,9.785701677493387,1.747494604093504,5.333333e-09,9.444444e-10,4.888889e-09,0.0002111111
1279,2320000000,-17.47419084449233,9.551801983730051,1.76025156443213,5.333333e-09,1e-09,4.888889e-09,0.0002111111
1280,2320000000,-17.14730826631967,11.92916751076835,1.666303936534976,5.666667e-09,5e-10,4.888889e-09,0.0002111111
1281,2320000000,-19.96088218354904,11.63027521021682,1.676571953984207,5.666667e-09,5.555556e-10,4.888889e-09,0.0002111111
1282,2320000000,-23.72012472294856,11.34104948194448,1.687315214047894,5.666667e-09,6.111111e-10,4.888889e-09,0.0002111111
1283,2320000000,-29.29237526797432,11.0609274247558,1.698528724671533,5.666667e-09,6.666667e-10,4.888889e-09,0.0002111111
1284,2320000000,-33.90416389748887,10.78939041849251,1.710207377754963,5.666667e-09,7.222222e-10,4.888889e-09,0.0002111111
1285,2260000000,-28.72067599058171,10.15567378222055,1.676728752425719,5.666667e-09,7.777778e-10,4.888889e-09,0.0002111111
1286,2260000000,-24.3527249253648,9.901519986930756,1.687476892673072,5.666667e-09,8.333333e-10,4.888889e-09,0.0002111111
1287,2260000000,-21.33478173836271,9.654391928901084,1.698654664787214,5.666667e-09,8.888889e-10,4.888889e-09,0.0002111111
1288,2260000000,-19.15096263926679,9.413940330119644,1.710257467013512,5.666667e-09,9.444444e-10,4.888889e-09,0.0002111111
1289,2260000000,-17.47395842811467,9.179839287976478,1.722280606981817,5.666667e-09,1e-09,4.888889e-09,0.0002111111
1290,2260000000,-17.16498573339683,11.55906855089201,1.633889877099002,6e-09,5e-10,4.888889e-09,0.0002111111
1291,2260000000,-19.97950206065226,11.25988574970161,1.643575562047521,6e-09,5.555556e-10,4.888889e-09,0.0002111111
1292,2260000000,-23.73898732732269,10.97040510381098,1.653703035438182,6e-09,6.111111e-10,4.888889e-09,0.0002111111
1293,2260000000,-29.30155595944484,10.69005752858121,1.664267918624085,6e-09,6.666667e-10,4.888889e-09,0.0002111111
1294,2260000000,-33.84079516407923,10.41831930788787,1.675265731194996,6e-09,7.222222e-10,4.888889e-09,0.0002111111
1295,2200000000,-28.40010879715315,9.798621820608409,1.641936661078306,6e-09,7.777778e-10,4.888889e-09,0.0002111111
1296,2200000000,-24.25682070705744,9.544399524859909,1.651987064256882,6e-09,8.333333e-10,4.888889e-09,0.0002111111
1297,2200000000,-21.30020717160823,9.297206835064078,1.662437526536428,6e-09,8.888889e-10,4.888889e-09,0.0002111111
1298,2200000000,-19.13885684049493,9.056693222920526,1.673284034161026,6e-09,9.444444e-10,4.888889e-09,0.0002111111
1299,2200000000,-17.47202775309886,8.822531767964731,1.68452249298462,6e-09,1e-09,4.888889e-09,0.0002111111
1300,3100000000,-17.56014362225064,14.54987258968322,2.161832691683215,3e-09,5e-10,5.333333e-09,0.0002111111
1301,3100000000,-20.34925459579803,14.26042381230315,2.18254469428159,3e-09,5.555556e-10,5.333333e-09,0.0002111111
1302,3040000000,-24.40844571160097,14.41518972027523,2.152618077414667,3e-09,6.111111e-10,5.333333e-09,0.0002111111
1303,3040000000,-31.08837618661735,14.14412741922729,2.173083840323955,3e-09,6.666667e-10,5.333333e-09,0.0002111111
1304,2980000000,-38.00512360102764,14.22307753073696,2.142661782685873,3e-09,7.222222e-10,5.333333e-09,0.0002111111
1305,2980000000,-29.65861319748321,13.96821816063426,2.162766130281469,3e-09,7.777778e-10,5.333333e-09,0.0002111111
1306,2980000000,-24.38755635456997,13.72024206696064,2.183787997148069,3e-09,8.333333e-10,5.333333e-09,0.0002111111
1307,2980000000,-21.2151873705408,13.47884076868138,2.205708967509326,3e-09,8.888889e-10,5.333333e-09,0.0002111111
1308,2920000000,-19.09162600800921,13.47732627441798,2.172077831238491,3e-09,9.444444e-10,5.333333e-09,0.0002111111
1309,2920000000,-17.44956306821031,13.24888465186067,2.19341211018649,3e-09,1e-09,5.333333e-09,0.0002111111
1310,2980000000,-17.27058079136911,15.32621354492538,2.078696248240592,3.333333e-09,5e-10,5.333333e-09,0.0002111111
1311,2920000000,-20.10451174655728,15.27726164653391,2.048783384716857,3.333333e-09,5.555556e-10,5.333333e-09,0.0002111111
1312,2920000000,-23.95358448233116,14.99597723864765,2.066700827326522,3.333333e-09,6.111111e-10,5.333333e-09,0.0002111111
1313,2920000000,-29.78513220062726,14.72308179189022,2.085513636455101,3.333333e-09,6.666667e-10,5.333333e-09,0.0002111111
1314,2860000000,-39.79436438907232,14.57935916967688,2.054224626076006,3.333333e-09,7.222222e-10,5.333333e-09,0.0002111111
1315,2860000000,-30.35235330924926,14.32283763934563,2.072533402303571,3.333333e-09,7.777778e-10,5.333333e-09,0.0002111111
1316,2860000000,-24.71164354156668,14.07335516180232,2.091660934742217,3.333333e-09,8.333333e-10,5.333333e-09,0.0002111111
1317,2860000000,-21.42761345807009,13.83058328446055,2.111592268127978,3.333333e-09,8.888889e-10,5.333333e-09,0.0002111111
1318,2800000000,-19.19808827758308,13.59340417360451,2.077514343733139,3.333333e-09,9.444444e-10,5.333333e-09,0.0002111111
1319,2800000000,-17.54203193879768,13.36373889474674,2.096754732306353,3.333333e-09,1e-09,5.333333e-09,0.0002111111
1320,2800000000,-17.07721667277178,15.69745898373777,1.951310656388479,3.666667e-09,5e-10,5.333333e-09,0.0002111111
1321,2800000000,-19.88624970756437,15.4052943335224,1.966634263642032,3.666667e-09,5.555556e-10,5.333333e-09,0.0002111111
1322,2800000000,-23.67112294262708,15.12215668523364,1.982767259117657,3.666667e-09,6.111111e-10,5.333333e-09,0.0002111111
1323,2800000000,-29.51767756472286,14.84757164781604,1.999696901381335,3.666667e-09,6.666667e-10,5.333333e-09,0.0002111111
1324,2740000000,-35.8591173188977,14.47404262609025,1.968344474748757,3.666667e-09,7.222222e-10,5.333333e-09,0.0002111111
1325,2740000000,-30.34415706398701,14.21616085456118,1.98466809724947,3.666667e-09,7.777778e-10,5.333333e-09,0.0002111111
1326,2740000000,-24.88864889572588,13.96541201778005,2.001722083084643,3.666667e-09,8.333333e-10,5.333333e-09,0.0002111111
1327,2740000000,-21.58621956342692,13.72145649462853,2.019494501859066,3.666667e-09,8.888889e-10,5.333333e-09,0.0002111111
1328,2740000000,-19.29020382314912,13.48397492564461,2.037973200992301,3.666667e-09,9.444444e-10,5.333333e-09,0.0002111111
1329,2740000000,-17.55687588173597,13.25266709118822,2.057145824327714,3.666667e-09,1e-09,5.333333e-09,0.0002111111
1330,2740000000,-16.99821547419534,15.59384679516668,1.916848807283976,4e-09,5e-10,5.333333e-09,0.0002111111
1331,2680000000,-19.69815243705948,15.10160403752572,1.886776791462047,4e-09,5.555556e-10,5.333333e-09,0.0002111111
1332,2680000000,-23.48309405080922,14.8171969211463,1.900965252683299,4e-09,6.111111e-10,5.333333e-09,0.0002111111
1333,2680000000,-29.66253544500745,14.5414129095697,1.915861765122139,4e-09,6.666667e-10,5.333333e-09,0.0002111111
1334,2680000000,-45.20763215177756,14.27380008633481,1.931456063585,4e-09,7.222222e-10,5.333333e-09,0.0002111111
1335,2680000000,-30.29748365932797,14.01393643176061,1.947737650264496,4e-09,7.777778e-10,5.333333e-09,0.0002111111
1336,2680000000,-24.60992854380685,13.76142792092975,1.964695810550807,4e-09,8.333333e-10,5.333333e-09,0.0002111111
1337,2620000000,-21.5320847653113,13.23905181611974,1.930040580417111,4e-09,8.888889e-10,5.333333e-09,0.0002111111
1338,2620000000,-19.30855499958826,13.00090749581749,1.946187156529493,4e-09,9.444444e-10,5.333333e-09,0.0002111111
1339,2620000000,-17.59954921167556,12.76894822659499,1.962955572301377,4e-09,1e-09,5.333333e-09,0.0002111111
1340,2620000000,-17.00027212841424,15.12458627441035,1.838605956714822,4.333333e-09,5e-10,5.333333e-09,0.0002111111
1341,2620000000,-19.7495836550577,14.82862009127479,1.852065607800774,4.333333e-09,5.555556e-10,5.333333e-09,0.0002111111
1342,2620000000,-23.3617803893792,14.54206327269121,1.866190444530593,4.333333e-09,6.111111e-10,5.333333e-09,0.0002111111
1343,2620000000,-28.45485810815767,14.26438963716461,1.880971312285429,4.333333e-09,6.666667e-10,5.333333e-09,0.0002111111
1344,2560000000,-37.7165116145575,13.66584687105039,1.848311770845706,4.333333e-09,7.222222e-10,5.333333e-09,0.0002111111
1345,2560000000,-30.62494332117898,13.40560735495481,1.862326756531957,4.333333e-09,7.777778e-10,5.333333e-09,0.0002111111
1346,2560000000,-24.93364916597517,13.15269528096715,1.876945193227187,4.333333e-09,8.333333e-10,5.333333e-09,0.0002111111
1347,2560000000,-21.5970592120071,12.90674698883195,1.892158623022418,4.333333e-09,8.888889e-10,5.333333e-09,0.0002111111
1348,2560000000,-19.29358797942206,12.66742243091621,1.907958425395973,4.333333e-09,9.444444e-10,5.333333e-09,0.0002111111
1349,2560000000,-17.55899533622169,12.43440352995164,1.924335828238017,4.333333e-09,1e-09,5.333333e-09,0.0002111111
1350,2560000000,-16.93265914521062,14.79497177484227,1.805486544027857,4.666667e-09,5e-10,5.333333e-09,0.0002111111
1351,2500000000,-19.64069791208479,14.13232153001223,1.774924615981032,4.666667e-09,5.555556e-10,5.333333e-09,0.0002111111
1352,2500000000,-23.40823729835989,13.84589158200551,1.786865522040315,4.666667e-09,6.111111e-10,5.333333e-09,0.0002111111
1353,2500000000,-29.57581322544296,13.56824669887448,1.799388679326617,4.666667e-09,6.666667e-10,5.333333e-09,0.0002111111
1354,2500000000,-58.73673093280303,13.29891359271839,1.812486951279981,4.666667e-09,7.222222e-10,5.333333e-09,0.0002111111
1355,2500000000,-30.66573873267529,13.03745207576806,1.826153034048315,4.666667e-09,7.777778e-10,5.333333e-09,0.0002111111
1356,2500000000,-24.76438193907694,12.78345262253426,1.840379465629986,4.666667e-09,8.333333e-10,5.333333e-09,0.0002111111
1357,2500000000,-21.44799221483294,12.53653404193949,1.855158635066524,4.666667e-09,8.888889e-10,5.333333e-09,0.0002111111
1358,2440000000,-19.19394615603874,11.90613077337083,1.81965488850531,4.666667e-09,9.444444e-10,5.333333e-09,0.0002111111
1359,2440000000,-17.5406510320803,11.67330538465569,1.833502948838916,4.666667e-09,1e-09,5.333333e-09,0.0002111111
1360,2440000000,-16.97976688723572,14.0433111709979,1.729890409318354,5e-09,5e-10,5.333333e-09,0.0002111111
1361,2440000000,-19.77874568781889,13.74613646472534,1.740940539394647,5e-09,5.555556e-10,5.333333e-09,0.0002111111
1362,2440000000,-23.56871270992205,13.45843305931142,1.752537276856534,5e-09,6.111111e-10,5.333333e-09,0.0002111111
1363,2440000000,-29.63845165928221,13.17966661048438,1.76467438133906,5e-09,6.666667e-10,5.333333e-09,0.0002111111
1364,2440000000,-39.48603308645733,12.90934243248484,1.777345460756143,5e-09,7.222222e-10,5.333333e-09,0.0002111111
1365,2440000000,-29.68369146543372,12.64700227819581,1.790543978852955,5e-09,7.777778e-10,5.333333e-09,0.0002111111
1366,2440000000,-24.38388064217434,12.39222132376444,1.804263262807821,5e-09,8.333333e-10,5.333333e-09,0.0002111111
1367,2380000000,-21.42380298692482,11.74682235102478,1.768971483173596,5e-09,8.888889e-10,5.333333e-09,0.0002111111
1368,2380000000,-19.24194379561468,11.50710026040236,1.781749023193359,5e-09,9.444444e-10,5.333333e-09,0.0002111111
1369,2380000000,-17.55634844017353,11.27366824867615,1.79500702487177,5e-09,1e-09,5.333333e-09,0.0002111111
1370,2380000000,-17.03187509883477,13.64732553260249,1.696898133194466,5.333333e-09,5e-10,5.333333e-09,0.0002111111
1371,2380000000,-19.82118818206012,13.34914286907386,1.707534476184649,5.333333e-09,5.555556e-10,5.333333e-09,0.0002111111
1372,2380000000,-23.55494262518641,13.06055505934725,1.718678152790051,5.333333e-09,6.111111e-10,5.333333e-09,0.0002111111
1373,2380000000,-29.21462839892092,12.78100953925017,1.730323612452839,5.333333e-09,6.666667e-10,5.333333e-09,0.0002111111
1374,2380000000,-35.16602396793404,12.50999636135879,1.742465173242228,5.333333e-09,7.222222e-10,5.333333e-09,0.0002111111
1375,2320000000,-28.92983812083983,11.84805969974347,1.709177113195638,5.333333e-09,7.777778e-10,5.333333e-09,0.0002111111
1376,2320000000,-24.52823139233842,11.59422795480196,1.720406907382908,5.333333e-09,8.333333e-10,5.333333e-09,0.0002111111
1377,2320000000,-21.46373237927466,11.34739768495889,1.73209439049431,5.333333e-09,8.888889e-10,5.333333e-09,0.0002111111
1378,2320000000,-19.24996065913741,11.10722300104725,1.744234422884544,5.333333e-09,9.444444e-10,5.333333e-09,0.0002111111
1379,2320000000,-17.55319869675559,10.87338088854376,1.75682176345781,5.333333e-09,1e-09,5.333333e-09,0.0002111111
1380,2320000000,-17.05742476620048,13.2499157107379,1.664271107143085,5.666667e-09,5e-10,5.333333e-09,0.0002111111
1381,2320000000,-19.83510187719829,12.95107984345751,1.67440030909074,5.666667e-09,5.555556e-10,5.333333e-09,0.0002111111
1382,2320000000,-23.52080154628023,12.66191707479027,1.685000595676698,5.666667e-09,6.111111e-10,5.333333e-09,0.0002111111
1383,2320000000,-28.90108389345573,12.3818628955807,1.696067067954601,5.666667e-09,6.666667e-10,5.333333e-09,0.0002111111
1384,2320000000,-33.59292722218913,12.11039739329742,1.707594712546177,5.666667e-09,7.222222e-10,5.333333e-09,0.0002111111
1385,2260000000,-29.03236095907609,11.45479482974073,1.673939525752545,5.666667e-09,7.777778e-10,5.333333e-09,0.0002111111
1386,2260000000,-24.53578497356749,11.20064115785495,1.684527673853584,5.666667e-09,8.333333e-10,5.333333e-09,0.0002111111
1387,2260000000,-21.45732895702696,10.95351895384824,1.695541553667489,5.666667e-09,8.888889e-10,5.333333e-09,0.0002111111
1388,2260000000,-19.24224146953457,10.71307799870207,1.706976657035778,5.666667e-09,9.444444e-10,5.333333e-09,0.0002111111
1389,2260000000,-17.54662617819539,10.47899159686907,1.71882838636172,5.666667e-09,1e-09,5.333333e-09,0.0002111111
1390,2260000000,-17.07762640913355,12.8579474375236,1.631847106367819,6e-09,5e-10,5.333333e-09,0.0002111111
1391,2260000000,-19.8587941085617,12.5587539518412,1.641392872841991,6e-09,5.555556e-10,5.333333e-09,0.0002111111
1392,2260000000,-23.5507719207348,12.26927236311079,1.651376196338975,6e-09,6.111111e-10,5.333333e-09,0.0002111111
1393,2260000000,-28.94306259941434,11.98893180496214,1.661792786306986,6e-09,6.666667e-10,5.333333e-09,0.0002111111
1394,2260000000,-33.60143787818216,11.71720709874654,1.672638252021282,6e-09,7.222222e-10,5.333333e-09,0.0002111111
1395,2200000000,-28.66431895915021,11.0710062956024,1.63913124953149,6e-09,7.777778e-10,5.333333e-09,0.0002111111
1396,2200000000,-24.42201656184978,10.81674662325464,1.649020220964621,6e-09,8.333333e-10,5.333333e-09,0.0002111111
1397,2200000000,-21.41254003934577,10.56952376796279,1.659305254420895,6e-09,8.888889e-10,5.333333e-09,0.0002111111
1398,2200000000,-19.22288019502478,10.32898619978687,1.669982424693805,6e-09,9.444444e-10,5.333333e-09,0.0002111111
1399,2200000000,-17.53895135947051,10.09480614392639,1.681047727392547,6e-09,1e-09,5.333333e-09,0.0002111111
1400,3100000000,-17.72381430834012,13.91104447546804,2.160366371700179,3e-09,5e-10,5.777778e-09,0.0002111111
1401,3040000000,-20.58940360534989,14.17594594751881,2.131583713525949,3e-09,5.555556e-10,5.777778e-09,0.0002111111
1402,3040000000,-24.77412711604199,13.89714821261202,2.150944430533219,3e-09,6.111111e-10,5.777778e-09,0.0002111111
1403,3040000000,-31.77064548544753,13.62645586699286,2.171309202091467,3e-09,6.666667e-10,5.777778e-09,0.0002111111
1404,2980000000,-38.28859543932034,13.86528925926225,2.1407660693766,3e-09,7.222222e-10,5.777778e-09,0.0002111111
1405,2980000000,-29.15522391572697,13.61094849465776,2.160763702368987,3e-09,7.777778e-10,5.777778e-09,0.0002111111
